"","Municipio","distrito","section","prioridad","prediccion"
"1","ACONCHI",4,260001,"Media alta",34.5267728180502
"2","ACONCHI",4,260002,"Media baja",27.2986875810307
"3","AGUA PRIETA",2,260003,"Media alta",31.5107830414662
"4","AGUA PRIETA",2,260004,"Baja",31.9378770276986
"5","AGUA PRIETA",2,260005,"Media baja",36.2746324286065
"6","AGUA PRIETA",2,260006,"Media alta",37.9529078775242
"7","AGUA PRIETA",2,260007,"Media alta",37.0444974598433
"8","AGUA PRIETA",2,260008,"Alta",34.5267804834883
"9","AGUA PRIETA",2,260009,"Alta",31.3353847403542
"10","AGUA PRIETA",2,260010,"Alta",36.218585349621
"11","AGUA PRIETA",2,260011,"Media alta",32.4850489746333
"12","AGUA PRIETA",2,260012,"Media alta",34.5387317024225
"13","AGUA PRIETA",2,260013,"Media baja",32.7045596686242
"14","AGUA PRIETA",2,260014,"Alta",29.3905140562086
"15","AGUA PRIETA",2,260015,"Media baja",32.0339447582451
"16","AGUA PRIETA",2,260016,"Media baja",25.2875524839627
"17","AGUA PRIETA",2,260017,"Alta",22.761410749516
"18","AGUA PRIETA",2,260018,"Media alta",26.8517046844649
"19","AGUA PRIETA",2,260019,"Alta",27.8388101706496
"20","AGUA PRIETA",2,260020,"Alta",27.6841838212464
"21","AGUA PRIETA",2,260021,"Alta",31.3896777477718
"22","AGUA PRIETA",2,260022,"Alta",27.7316721056705
"23","AGUA PRIETA",2,260023,"Alta",25.6593809571779
"24","AGUA PRIETA",2,260024,"Alta",25.2607497715704
"25","AGUA PRIETA",2,260025,"Alta",27.9417368260802
"26","AGUA PRIETA",2,260026,"Alta",20.2265117304757
"27","AGUA PRIETA",2,260027,"Baja",23.1574723178192
"28","AGUA PRIETA",2,260028,"Baja",19.0212455634717
"29","AGUA PRIETA",2,260031,"Alta",28.8201687941391
"30","AGUA PRIETA",2,260032,"Baja",25.4241554937588
"31","ALAMOS",7,261109,"Alta",21.1467211719704
"32","ALAMOS",7,261110,"Media alta",16.9192845553629
"33","ALAMOS",7,261111,"Media alta",26.4700607232704
"34","ALAMOS",7,261112,"Media alta",27.319564749324
"35","ALAMOS",7,261113,"Media baja",-6.95557229862801
"36","ALAMOS",7,261114,"Baja",-11.2515013626148
"37","ALAMOS",7,261115,"Media baja",24.1716671559106
"38","ALAMOS",7,261117,"Baja",22.5336855263943
"39","ALAMOS",7,261118,"Baja",20.9559129145594
"40","ALAMOS",7,261122,"Media baja",23.664334090997
"41","ALAMOS",7,261124,"Media alta",23.8266442685649
"42","ALAMOS",7,261125,"Media baja",22.1193930097087
"43","ALAMOS",7,261126,"Baja",11.4474472169122
"44","ALAMOS",7,261129,"Baja",20.0268447084276
"45","ALAMOS",7,261130,"Media baja",20.6136111463691
"46","ALAMOS",7,261131,"Media baja",25.2094703264603
"47","ALAMOS",7,261133,"Media baja",24.8486726550052
"48","ALAMOS",7,261134,"Media baja",16.4380285535734
"49","ALAMOS",7,261136,"Baja",25.8610307047425
"50","ALAMOS",7,261137,"Media baja",25.7317737765499
"51","ALTAR",1,260034,"Media alta",25.4697410670765
"52","ALTAR",1,260035,"Alta",29.1632496174649
"53","ALTAR",1,260037,"Baja",20.4445087478969
"54","ALTAR",1,261362,"Media baja",23.6004388612635
"55","ALTAR",1,261363,"Media baja",21.856742164073
"56","ALTAR",1,261364,"Media baja",25.5861719404084
"57","ALTAR",1,261365,"Media baja",23.1079264266049
"58","ARIVECHI",4,260038,"Media baja",37.0061064746352
"59","ARIVECHI",4,260040,"Baja",35.7465747468188
"60","ARIZPE",2,260041,"Media baja",34.5298449988976
"61","ARIZPE",2,260042,"Media alta",34.0036609939334
"62","ARIZPE",2,260043,"Media baja",33.4166295884563
"63","ARIZPE",2,260044,"Media baja",30.5652902090581
"64","ATIL",1,260046,"Media alta",36.221046141644
"65","BACADEHUACHI",4,260047,"Alta",35.9939869164666
"66","BACERAC",4,260052,"Media alta",31.5242019503423
"67","BACOACHI",2,260054,"Media alta",39.235423695845
"68","BACOACHI",2,260055,"Baja",37.779201470546
"69","BACUM",4,260760,"Alta",28.3803521126821
"70","BACUM",4,260761,"Alta",24.8785055580553
"71","BACUM",4,260762,"Media alta",8.53910344589136
"72","BACUM",4,260763,"Media baja",31.3660738228525
"73","BACUM",4,260764,"Media baja",28.6973962122279
"74","BACUM",4,260765,"Alta",26.1498987767222
"75","BACUM",4,260766,"Alta",34.737752789026
"76","BACUM",4,260767,"Media alta",23.0556228329807
"77","BACUM",4,260768,"Alta",17.543591900226
"78","BACUM",4,260769,"Media alta",28.7066451264612
"79","BACUM",4,260770,"Media baja",25.6793228967442
"80","BACUM",4,260771,"Alta",26.9958196043266
"81","BACUM",4,260772,"Media baja",21.1036214478776
"82","BANAMICHI",4,260056,"Media baja",35.116923125478
"83","BANAMICHI",4,260057,"Media baja",35.1531430514466
"84","BAVIACORA",4,260058,"Media baja",34.7928781782856
"85","BAVIACORA",4,260059,"Media baja",34.5149659159492
"86","BAVIACORA",4,260060,"Baja",32.4631256335781
"87","BAVIACORA",4,260061,"Baja",40.4257429198965
"88","BAVIACORA",4,260062,"Baja",38.615528371311
"89","BAVIACORA",4,260063,"Media baja",33.3579627384027
"90","BAVISPE",4,260064,"Media alta",30.0327247130288
"91","BAVISPE",4,260065,"Media baja",31.2200876616427
"92","BENITO JUAREZ",7,261142,"Media alta",24.7337046048695
"93","BENITO JUAREZ",7,261146,"Media baja",31.8374325102037
"94","BENITO JUAREZ",7,261147,"Alta",19.5749334812065
"95","BENITO JUAREZ",7,261148,"Media alta",24.9827332665992
"96","BENITO JUAREZ",7,261149,"Media alta",33.1278356587357
"97","BENITO JUAREZ",7,261150,"Alta",31.3988921406981
"98","BENITO JUAREZ",7,261151,"Media alta",24.5992109527132
"99","BENITO JUAREZ",7,261152,"Media alta",22.2062367789313
"100","BENITO JUAREZ",7,261155,"Alta",15.0334832105651
"101","BENITO JUAREZ",7,261156,"Alta",12.482482903477
"102","BENITO JUAREZ",7,261157,"Media baja",21.8158732407095
"103","BENITO JUAREZ",7,261331,"Media baja",23.0733016576058
"104","BENJAMIN HILL",4,260066,"Media alta",32.0316407868068
"105","BENJAMIN HILL",4,260067,"Media baja",32.2337553541666
"106","BENJAMIN HILL",4,260068,"Media alta",33.9213952324534
"107","BENJAMIN HILL",4,260069,"Media baja",30.4291458936408
"108","CABORCA",1,260292,"Alta",30.1124298292977
"109","CABORCA",1,260293,"Alta",33.2461936639335
"110","CABORCA",1,260294,"Alta",35.8850953933232
"111","CABORCA",1,260295,"Alta",25.5657908863991
"112","CABORCA",1,260296,"Alta",29.9791305137904
"113","CABORCA",1,260297,"Alta",28.111160468712
"114","CABORCA",1,260298,"Alta",37.1700646028593
"115","CABORCA",1,260299,"Media baja",36.5964338205268
"116","CABORCA",1,260300,"Media baja",41.4510412352399
"117","CABORCA",1,260301,"Media baja",44.6249105476894
"118","CABORCA",1,260302,"Media baja",40.9773404051008
"119","CABORCA",1,260303,"Media alta",38.2590792991552
"120","CABORCA",1,260304,"Alta",26.6317686595343
"121","CABORCA",1,260305,"Media alta",34.9786703157942
"122","CABORCA",1,260306,"Alta",29.7831520768827
"123","CABORCA",1,260308,"Alta",28.5312635908759
"124","CABORCA",1,260309,"Media baja",35.9545841115222
"125","CABORCA",1,260310,"Media alta",36.665974411051
"126","CABORCA",1,260311,"Media alta",30.2721711473278
"127","CABORCA",1,260312,"Media alta",43.3796607923169
"128","CABORCA",1,260313,"Media alta",38.6394123439711
"129","CABORCA",1,260314,"Alta",33.0712412338378
"130","CABORCA",1,260315,"Media baja",28.4123096762189
"131","CABORCA",1,260316,"Alta",26.760867400708
"132","CABORCA",1,260319,"Alta",18.6068381395579
"133","CABORCA",1,260320,"Alta",23.1040999311937
"134","CABORCA",1,260321,"Media baja",26.4575038452003
"135","CABORCA",1,260322,"Media alta",18.3842978669792
"136","CABORCA",1,260323,"Media baja",21.1638216932008
"137","CABORCA",1,260324,"Media baja",25.382222082081
"138","CABORCA",1,260325,"Baja",15.5354395713603
"139","CABORCA",1,260326,"Media alta",20.1698826199236
"140","CABORCA",1,260327,"Media baja",30.7371204640426
"141","CABORCA",1,260328,"Media baja",14.2418204760715
"142","CAJEME",6,260773,"Media alta",38.5526881115068
"143","CAJEME",6,260774,"Media baja",41.6720516343578
"144","CAJEME",6,260775,"Media baja",44.0391496369431
"145","CAJEME",6,260776,"Media baja",45.3651096845635
"146","CAJEME",6,260777,"Alta",44.7038669691071
"147","CAJEME",6,260778,"Media baja",33.2820923007702
"148","CAJEME",6,260780,"Alta",19.4739150336795
"149","CAJEME",6,260781,"Media baja",44.8747641554981
"150","CAJEME",6,260782,"Media baja",23.0881347228833
"151","CAJEME",6,260783,"Media alta",29.4990880768819
"152","CAJEME",6,260784,"Media baja",29.2460540362902
"153","CAJEME",6,260785,"Media alta",24.9928363025945
"154","CAJEME",6,260786,"Alta",30.2057971743647
"155","CAJEME",6,260787,"Media alta",36.9064069180242
"156","CAJEME",6,260788,"Media baja",44.6766851246385
"157","CAJEME",6,260789,"Media alta",34.0515758551832
"158","CAJEME",6,260790,"Media alta",31.5285986040026
"159","CAJEME",6,260791,"Media baja",35.1372880953466
"160","CAJEME",6,260792,"Media alta",42.5890209335404
"161","CAJEME",6,260793,"Media baja",44.552290840606
"162","CAJEME",6,260794,"Alta",28.361190535443
"163","CAJEME",6,260795,"Alta",46.0950224456481
"164","CAJEME",6,260796,"Media alta",35.2648818052418
"165","CAJEME",6,260797,"Media baja",40.5100509726929
"166","CAJEME",6,260798,"Media baja",28.7396922129504
"167","CAJEME",6,260799,"Media baja",37.5934806884006
"168","CAJEME",6,260800,"Media baja",36.9723006952393
"169","CAJEME",6,260801,"Media baja",39.2636659171058
"170","CAJEME",6,260802,"Media baja",45.5566033546873
"171","CAJEME",6,260803,"Media baja",41.1409349345171
"172","CAJEME",6,260804,"Media baja",43.0239479053756
"173","CAJEME",6,260805,"Media baja",42.2457523995375
"174","CAJEME",6,260806,"Media alta",44.970328190249
"175","CAJEME",6,260807,"Alta",39.1462794588093
"176","CAJEME",6,260809,"Media baja",37.1316624642624
"177","CAJEME",6,260810,"Media alta",44.3509129510459
"178","CAJEME",6,260811,"Media alta",41.4198514878057
"179","CAJEME",6,260812,"Media alta",39.3590598567726
"180","CAJEME",6,260813,"Media baja",35.2186817579329
"181","CAJEME",6,260814,"Media alta",36.2383810836228
"182","CAJEME",6,260815,"Media baja",38.0773407988736
"183","CAJEME",6,260816,"Media baja",41.2508118937207
"184","CAJEME",6,260817,"Media baja",40.2356244534632
"185","CAJEME",6,260818,"Media baja",43.800538572268
"186","CAJEME",6,260819,"Baja",40.1479735481797
"187","CAJEME",6,260820,"Media baja",36.222634167714
"188","CAJEME",6,260821,"Baja",32.8070402871772
"189","CAJEME",6,260822,"Alta",40.7083681628649
"190","CAJEME",6,260823,"Media alta",42.777999949098
"191","CAJEME",6,260824,"Media baja",38.7649799483982
"192","CAJEME",6,260825,"Media baja",41.9010575831184
"193","CAJEME",6,260826,"Media baja",42.4371838281154
"194","CAJEME",6,260827,"Media baja",41.9825588209753
"195","CAJEME",6,260828,"Media baja",39.8257805846617
"196","CAJEME",6,260830,"Alta",31.1441991084901
"197","CAJEME",6,260831,"Media alta",44.6934134524187
"198","CAJEME",6,260832,"Media baja",36.0295103700268
"199","CAJEME",6,260833,"Media alta",38.0342599729966
"200","CAJEME",6,260834,"Baja",39.2248004432256
"201","CAJEME",6,260835,"Media baja",40.8141630950277
"202","CAJEME",6,260836,"Media baja",35.4951227077999
"203","CAJEME",6,260837,"Media baja",33.7304058691225
"204","CAJEME",6,260838,"Media baja",34.3087639682778
"205","CAJEME",6,260839,"Media baja",42.1545099775432
"206","CAJEME",6,260840,"Media baja",38.4234735967515
"207","CAJEME",6,260841,"Media baja",41.0231544661196
"208","CAJEME",6,260842,"Alta",40.9732016353256
"209","CAJEME",6,260843,"Media alta",41.1879098939165
"210","CAJEME",6,260844,"Alta",39.6046637845777
"211","CAJEME",6,260845,"Media baja",39.157106715177
"212","CAJEME",6,260846,"Media alta",42.476589054916
"213","CAJEME",6,260847,"Media baja",42.3514063691466
"214","CAJEME",6,260848,"Media baja",36.738265234653
"215","CAJEME",6,260849,"Media alta",38.6830111241944
"216","CAJEME",6,260850,"Media baja",40.8020170216575
"217","CAJEME",6,260851,"Media baja",38.4611974627557
"218","CAJEME",6,260852,"Media baja",39.792188742485
"219","CAJEME",6,260853,"Media baja",39.8856100850067
"220","CAJEME",6,260854,"Media baja",40.1733268207795
"221","CAJEME",6,260855,"Media alta",39.3305933038797
"222","CAJEME",6,260856,"Media alta",39.6516518262059
"223","CAJEME",6,260857,"Alta",36.3706135210955
"224","CAJEME",6,260858,"Alta",33.1411410590592
"225","CAJEME",6,260859,"Media baja",37.452074387889
"226","CAJEME",6,260860,"Media baja",37.5389920069116
"227","CAJEME",6,260861,"Media alta",38.5789648755827
"228","CAJEME",6,260862,"Media alta",37.225124083499
"229","CAJEME",6,260863,"Media baja",35.3878302979629
"230","CAJEME",6,260864,"Media baja",39.3037996810633
"231","CAJEME",6,260865,"Media alta",39.4017008780936
"232","CAJEME",6,260866,"Media alta",32.896304048946
"233","CAJEME",6,260867,"Media alta",38.1084254000689
"234","CAJEME",6,260868,"Media baja",39.8097699098192
"235","CAJEME",6,260869,"Alta",37.0935772925832
"236","CAJEME",6,260870,"Media baja",38.0217429614498
"237","CAJEME",6,260871,"Media alta",33.6045267816338
"238","CAJEME",6,260872,"Media baja",35.5148785716613
"239","CAJEME",6,260873,"Media baja",36.4564128393449
"240","CAJEME",6,260874,"Media baja",39.107443592577
"241","CAJEME",6,260875,"Media alta",37.3569742657123
"242","CAJEME",6,260876,"Media baja",32.4825490404245
"243","CAJEME",6,260877,"Media baja",30.6887408153309
"244","CAJEME",6,260878,"Media baja",37.9043849592793
"245","CAJEME",6,260879,"Media baja",34.8269252821996
"246","CAJEME",6,260880,"Media baja",35.6486966416684
"247","CAJEME",6,260881,"Media alta",36.6028180236221
"248","CAJEME",6,260882,"Media alta",39.2440658651599
"249","CAJEME",6,260883,"Alta",34.5711985103615
"250","CAJEME",6,260884,"Alta",35.5048635679267
"251","CAJEME",6,260885,"Media baja",36.2295132465699
"252","CAJEME",6,260886,"Media baja",38.5902695833001
"253","CAJEME",6,260887,"Alta",30.3039716787477
"254","CAJEME",6,260888,"Alta",26.9366191795364
"255","CAJEME",6,260889,"Media alta",30.3236872024472
"256","CAJEME",6,260890,"Media alta",31.8919095733808
"257","CAJEME",6,260891,"Media baja",32.028233960554
"258","CAJEME",6,260892,"Media baja",30.6083648202296
"259","CAJEME",6,260893,"Media baja",30.07893603132
"260","CAJEME",6,260894,"Media alta",37.7056597393679
"261","CAJEME",6,260895,"Media baja",36.6568839365558
"262","CAJEME",6,260896,"Media alta",41.5025194644664
"263","CAJEME",6,260897,"Media alta",37.6425575330776
"264","CAJEME",6,260898,"Media baja",35.7075047770263
"265","CAJEME",6,260899,"Media alta",36.7709162526852
"266","CAJEME",6,260900,"Media baja",34.7890941576184
"267","CAJEME",6,260901,"Alta",30.1820151824503
"268","CAJEME",6,260902,"Media baja",33.5974814136877
"269","CAJEME",6,260903,"Media alta",28.6106425850425
"270","CAJEME",6,260904,"Media alta",28.5010729756158
"271","CAJEME",6,260905,"Media baja",31.4831556650276
"272","CAJEME",6,260906,"Media alta",29.9595390788409
"273","CAJEME",6,260907,"Alta",26.3185057533747
"274","CAJEME",6,260908,"Alta",32.4559509312407
"275","CAJEME",6,260909,"Alta",33.8228618486393
"276","CAJEME",6,260910,"Alta",30.7285259391352
"277","CAJEME",6,260911,"Alta",27.5996980488518
"278","CAJEME",6,260912,"Alta",28.5508505623289
"279","CAJEME",6,260913,"Media alta",34.5412656138826
"280","CAJEME",6,260914,"Media baja",35.3395194185874
"281","CAJEME",6,260915,"Alta",26.3715255000838
"282","CAJEME",6,260916,"Alta",26.8391474505558
"283","CAJEME",6,260917,"Media baja",37.4282323194691
"284","CAJEME",6,260918,"Media baja",31.4508016784712
"285","CAJEME",6,260919,"Alta",28.4323638909801
"286","CAJEME",6,260920,"Alta",22.0300890470921
"287","CAJEME",6,260921,"Media baja",28.8228350143955
"288","CAJEME",6,260922,"Media alta",36.159609915107
"289","CAJEME",6,260923,"Media baja",36.95115553626
"290","CAJEME",6,260924,"Media alta",30.9341418239061
"291","CAJEME",6,260925,"Media alta",38.6605944469643
"292","CAJEME",6,260926,"Media baja",32.9561994533873
"293","CAJEME",6,260927,"Media baja",33.6525150715784
"294","CAJEME",6,260928,"Media alta",23.0682924645405
"295","CAJEME",6,260929,"Media alta",38.0400444325901
"296","CAJEME",6,260930,"Media alta",28.230473115653
"297","CAJEME",6,260931,"Media alta",35.9664784160175
"298","CAJEME",6,260932,"Media alta",36.6662517089087
"299","CAJEME",6,260934,"Media baja",24.6826681071882
"300","CAJEME",6,260935,"Media baja",25.6545604276555
"301","CAJEME",6,260936,"Alta",21.0960600023183
"302","CAJEME",6,260937,"Media alta",32.1420718353617
"303","CAJEME",6,260938,"Media baja",28.2409966363076
"304","CAJEME",6,260939,"Media alta",25.9218475059652
"305","CAJEME",6,260940,"Media alta",34.2186370251247
"306","CAJEME",6,260941,"Media baja",25.0330728166949
"307","CAJEME",6,260942,"Media alta",22.4417929427848
"308","CAJEME",6,260943,"Media alta",38.4108195716108
"309","CAJEME",6,260944,"Media baja",33.4959822957938
"310","CAJEME",6,260945,"Alta",24.613634498683
"311","CAJEME",6,260946,"Media baja",31.9031148992356
"312","CAJEME",6,260947,"Media alta",35.1052362944592
"313","CAJEME",6,260948,"Media alta",26.0781255125002
"314","CAJEME",6,260949,"Alta",31.5516085941568
"315","CAJEME",6,260950,"Media baja",38.9244788327319
"316","CAJEME",6,260951,"Alta",28.870661223754
"317","CAJEME",6,260952,"Media alta",31.5912712839671
"318","CAJEME",6,260953,"Media baja",26.9063947396336
"319","CAJEME",6,260954,"Media alta",32.4198669781434
"320","CAJEME",6,260955,"Media baja",17.0924555425291
"321","CAJEME",6,260956,"Alta",30.3481976280112
"322","CAJEME",6,260957,"Media alta",30.4512445268698
"323","CAJEME",6,260958,"Media alta",28.5046361703012
"324","CAJEME",6,260959,"Media alta",29.0483396109809
"325","CAJEME",6,260960,"Media alta",23.7827713820857
"326","CAJEME",6,260961,"Media alta",28.0805104870102
"327","CAJEME",6,260962,"Media baja",23.541644688184
"328","CAJEME",6,260963,"Media alta",16.2549158615777
"329","CAJEME",6,260964,"Media alta",24.3288763798588
"330","CAJEME",6,260965,"Media baja",26.3431867322599
"331","CAJEME",6,260966,"Alta",26.9679935470625
"332","CAJEME",6,260967,"Media baja",25.7036627733716
"333","CAJEME",6,260968,"Media baja",27.6929984241546
"334","CAJEME",6,260969,"Media baja",32.1617830763062
"335","CAJEME",6,260970,"Media baja",34.1623671830689
"336","CAJEME",6,260971,"Media alta",26.6686561141533
"337","CAJEME",6,260972,"Media baja",22.0628473189668
"338","CAJEME",6,260973,"Media alta",25.7926431283166
"339","CAJEME",6,260974,"Alta",23.1357929785935
"340","CAJEME",6,260975,"Media alta",29.2866041272596
"341","CAJEME",6,260976,"Media alta",11.1773798473767
"342","CAJEME",6,260977,"Media alta",27.7168126641137
"343","CAJEME",6,260978,"Media alta",31.2177004600372
"344","CAJEME",6,260979,"Media baja",31.7020913521188
"345","CAJEME",6,260980,"Media baja",27.1635125115612
"346","CAJEME",6,260981,"Media baja",26.3994395157177
"347","CAJEME",6,260983,"Media baja",26.1185749543147
"348","CAJEME",6,260984,"Media baja",20.7629894595515
"349","CAJEME",6,260985,"Media baja",25.5725431248825
"350","CAJEME",6,260986,"Media baja",20.9243779612633
"351","CAJEME",6,260987,"Media baja",24.679749479593
"352","CAJEME",6,260988,"Baja",13.7546882787204
"353","CAJEME",6,260989,"Baja",30.0670240870887
"354","CAJEME",6,260990,"Baja",23.359956179274
"355","CAJEME",6,260991,"Alta",22.4254334881148
"356","CANANEA",2,260070,"Media alta",34.6795024752901
"357","CANANEA",2,260071,"Media alta",37.1080666836621
"358","CANANEA",2,260072,"Media alta",35.4987202850389
"359","CANANEA",2,260073,"Alta",35.0894797943184
"360","CANANEA",2,260074,"Alta",39.8431599035757
"361","CANANEA",2,260075,"Alta",35.4872888414694
"362","CANANEA",2,260076,"Media baja",38.7869288688704
"363","CANANEA",2,260077,"Media baja",40.3105887629119
"364","CANANEA",2,260078,"Media alta",36.6828339403735
"365","CANANEA",2,260079,"Media baja",36.112550412061
"366","CANANEA",2,260080,"Media baja",33.3760563841911
"367","CANANEA",2,260081,"Media baja",38.8568800442446
"368","CANANEA",2,260082,"Alta",38.3274899485716
"369","CANANEA",2,260083,"Alta",30.912774450351
"370","CANANEA",2,260084,"Media alta",33.8912850926082
"371","CANANEA",2,260085,"Media baja",36.9891872547543
"372","CANANEA",2,260086,"Baja",33.6636837284027
"373","CANANEA",2,260087,"Baja",32.5166538141429
"374","CANANEA",2,260088,"Media baja",34.5451243820052
"375","CARBO",4,260329,"Alta",25.7193202946791
"376","CARBO",4,260330,"Media baja",30.460791782062
"377","CUCURPE",2,260089,"Media baja",38.3276467713233
"378","CUMPAS",4,260092,"Media baja",41.2688947995751
"379","CUMPAS",4,260093,"Media alta",38.2039991299093
"380","CUMPAS",4,260094,"Media alta",37.9941556655823
"381","CUMPAS",4,260096,"Media alta",38.3814714926828
"382","CUMPAS",4,260097,"Media baja",40.0201376922959
"383","CUMPAS",4,260098,"Media baja",40.580540113811
"384","CUMPAS",4,260099,"Media baja",40.7046130078378
"385","DIVISADEROS",4,260100,"Alta",36.2663727558762
"386","EMPALME",4,260992,"Media alta",22.9581379956489
"387","EMPALME",4,260993,"Media baja",26.4570503223747
"388","EMPALME",4,260994,"Media alta",27.6530235808091
"389","EMPALME",4,260995,"Media baja",24.9241861748074
"390","EMPALME",4,260996,"Media alta",29.9783759052052
"391","EMPALME",4,260997,"Media baja",26.9921559892348
"392","EMPALME",4,260998,"Baja",29.2599912260857
"393","EMPALME",4,260999,"Alta",30.6764191938031
"394","EMPALME",4,261000,"Alta",36.8401318523146
"395","EMPALME",4,261001,"Media baja",36.0251191196743
"396","EMPALME",4,261002,"Media baja",32.8373168875127
"397","EMPALME",4,261003,"Media alta",33.6460878962726
"398","EMPALME",4,261004,"Media alta",32.9277978420003
"399","EMPALME",4,261005,"Media baja",20.7478836710606
"400","EMPALME",4,261006,"Media alta",20.3809710738958
"401","EMPALME",4,261007,"Media baja",35.9010531631366
"402","EMPALME",4,261008,"Media baja",37.0172407611008
"403","EMPALME",4,261009,"Media baja",38.4026686044025
"404","EMPALME",4,261010,"Media alta",37.5586146692988
"405","EMPALME",4,261011,"Baja",40.6522273229935
"406","EMPALME",4,261012,"Media baja",32.0797738574491
"407","EMPALME",4,261013,"Alta",31.3360862130516
"408","EMPALME",4,261014,"Media alta",36.0386574674237
"409","EMPALME",4,261015,"Alta",21.7207881763662
"410","EMPALME",4,261016,"Media baja",16.7133288469061
"411","EMPALME",4,261017,"Alta",24.1084424963775
"412","EMPALME",4,261018,"Media baja",32.864958632288
"413","EMPALME",4,261019,"Media baja",10.1122449325966
"414","EMPALME",4,261020,"Media alta",20.8539115582686
"415","EMPALME",4,261021,"Media alta",16.9206269327117
"416","ETCHOJOA",7,261138,"Alta",24.0368195933434
"417","ETCHOJOA",7,261139,"Media alta",34.3960575300657
"418","ETCHOJOA",7,261140,"Alta",25.59733643224
"419","ETCHOJOA",7,261141,"Alta",17.8350886149817
"420","ETCHOJOA",7,261143,"Baja",31.2713404277772
"421","ETCHOJOA",7,261144,"Baja",37.4499887973626
"422","ETCHOJOA",7,261145,"Media alta",28.5996887332272
"423","ETCHOJOA",7,261153,"Media alta",0.957769738072543
"424","ETCHOJOA",7,261154,"Baja",10.8730328998736
"425","ETCHOJOA",7,261158,"Media alta",16.9559013254155
"426","ETCHOJOA",7,261159,"Media alta",9.88542424698488
"427","ETCHOJOA",7,261161,"Media alta",11.2494075139894
"428","ETCHOJOA",7,261162,"Media alta",15.8092940303248
"429","ETCHOJOA",7,261163,"Media alta",18.7963767553162
"430","ETCHOJOA",7,261164,"Media baja",13.8415282317407
"431","ETCHOJOA",7,261165,"Media alta",25.6480889158777
"432","ETCHOJOA",7,261166,"Media alta",15.1882981849388
"433","ETCHOJOA",7,261167,"Media baja",24.2092789821607
"434","ETCHOJOA",7,261168,"Media alta",25.9305195902458
"435","ETCHOJOA",7,261169,"Media baja",20.1911667114437
"436","ETCHOJOA",7,261170,"Media alta",32.8634340956159
"437","ETCHOJOA",7,261171,"Media alta",26.2555516757644
"438","ETCHOJOA",7,261172,"Media baja",31.3683493171323
"439","ETCHOJOA",7,261173,"Baja",30.4923590842613
"440","ETCHOJOA",7,261174,"Alta",19.6820938684835
"441","ETCHOJOA",7,261175,"Media baja",19.3617794963869
"442","ETCHOJOA",7,261176,"Media baja",8.44056718853796
"443","ETCHOJOA",7,261177,"Media alta",22.0608714860611
"444","ETCHOJOA",7,261178,"Media alta",32.6542783312941
"445","ETCHOJOA",7,261179,"Media baja",14.970412093288
"446","ETCHOJOA",7,261180,"Media alta",0.302329560724857
"447","ETCHOJOA",7,261181,"Alta",14.0362729445687
"448","ETCHOJOA",7,261182,"Media alta",9.5189158048364
"449","ETCHOJOA",7,261183,"Alta",12.6879633062092
"450","ETCHOJOA",7,261184,"Alta",13.2761824950552
"451","ETCHOJOA",7,261185,"Media alta",23.9075252902407
"452","ETCHOJOA",7,261186,"Media alta",27.1185820412603
"453","ETCHOJOA",7,261187,"Media alta",22.0299451770325
"454","ETCHOJOA",7,261188,"Media alta",5.45224951243902
"455","FRONTERAS",2,260101,"Media alta",34.4897843821793
"456","FRONTERAS",2,260102,"Baja",31.0980678647288
"457","FRONTERAS",2,260103,"Alta",31.5671447108295
"458","FRONTERAS",2,260104,"Alta",27.954990620815
"459","FRONTERAS",2,260105,"Alta",27.4258678137311
"460","GENERAL PLUTARCO ELIAS CALLES",1,261323,"Alta",24.365958445543
"461","GENERAL PLUTARCO ELIAS CALLES",1,261324,"Alta",26.9969258366456
"462","GENERAL PLUTARCO ELIAS CALLES",1,261325,"Media alta",23.4103782420714
"463","GENERAL PLUTARCO ELIAS CALLES",1,261326,"Alta",22.2616367008672
"464","GENERAL PLUTARCO ELIAS CALLES",1,261327,"Media baja",27.7877686527751
"465","GENERAL PLUTARCO ELIAS CALLES",1,261328,"Media baja",31.8140825891046
"466","GENERAL PLUTARCO ELIAS CALLES",1,261329,"Media alta",27.5209073138868
"467","GENERAL PLUTARCO ELIAS CALLES",1,261330,"Media baja",30.3629618536097
"468","GRANADOS",4,260106,"Media alta",37.8745636988726
"469","GUAYMAS",4,261024,"Media alta",42.3541170823172
"470","GUAYMAS",4,261025,"Media baja",36.1857990340289
"471","GUAYMAS",4,261026,"Media baja",32.6415356092033
"472","GUAYMAS",4,261027,"Media baja",35.9738307553489
"473","GUAYMAS",4,261028,"Media alta",33.4679099028265
"474","GUAYMAS",4,261029,"Media baja",33.9430100504248
"475","GUAYMAS",4,261030,"Baja",31.0758624639418
"476","GUAYMAS",4,261031,"Media baja",25.8441794650834
"477","GUAYMAS",4,261033,"Media baja",22.2188116114495
"478","GUAYMAS",4,261034,"Media alta",32.147936099922
"479","GUAYMAS",4,261035,"Media baja",28.6517092379479
"480","GUAYMAS",4,261036,"Media baja",28.9249797215318
"481","GUAYMAS",4,261037,"Media baja",29.4116533130267
"482","GUAYMAS",4,261038,"Media baja",31.5805178187644
"483","GUAYMAS",4,261039,"Media baja",34.9218036325611
"484","GUAYMAS",4,261040,"Media alta",41.9261685044473
"485","GUAYMAS",4,261041,"Alta",38.9429320218978
"486","GUAYMAS",4,261042,"Media alta",37.2304608143805
